thread,1,1,0.12
thread,1,2,0.09
thread,1,3,0.08
thread,1,4,0.08
thread,1,5,0.07
thread,2,1,0.11
thread,2,2,0.11
thread,2,3,0.06
thread,2,4,0.10
thread,2,5,0.07
thread,3,1,0.07
thread,3,2,0.09
thread,3,3,0.11
thread,3,4,0.07
thread,3,5,0.06
proc,1,1,0.19
proc,1,2,0.10
proc,1,3,0.06
proc,1,4,0.05
proc,1,5,0.05
proc,2,1,0.09
proc,2,2,0.19
proc,2,3,0.35
proc,2,4,0.12
proc,2,5,0.10
proc,3,1,0.09
proc,3,2,0.07
proc,3,3,0.15
proc,3,4,0.18
proc,3,5,0.12
